Date,EUR_USD,USD_JPY,USD_CHF,GBP_USD,USD_CAD,AUD_USD
1/3/2000,1.0276,101.58,1.5617,1.6393,1.4451,0.6615
1/4/2000,1.0299,103.26,1.558,1.6371,1.4519,0.6553
1/5/2000,1.0317,104.39,1.5551,1.6419,1.4483,0.6578
1/6/2000,1.0299,105.47,1.5476,1.6476,1.4592,0.6551
1/7/2000,1.0283,105.25,1.5646,1.6385,1.4559,0.6556
1/10/2000,1.0256,105.15,1.5688,1.6367,1.4552,0.6565
1/11/2000,1.0326,105.92,1.5594,1.648,1.4559,0.6583
1/12/2000,1.0312,105.93,1.5624,1.648,1.4536,0.6583
1/13/2000,1.0257,106.16,1.5717,1.6463,1.45,0.6684
1/14/2000,1.0142,105.71,1.5922,1.6344,1.4514,0.6668
1/17/2000,1.0118,104.9,1.596,1.6325,1.4491,0.6645
1/18/2000,1.0122,105.66,1.5941,1.6361,1.4505,0.6651
1/19/2000,1.0123,105.33,1.5945,1.6433,1.4522,0.6634
1/20/2000,1.0167,105.27,1.5849,1.6538,1.4466,0.6657
1/21/2000,1.0098,104.79,1.595,1.6494,1.4387,0.6634
1/24/2000,1.0043,105.6,1.6055,1.65,1.4425,0.6538
1/25/2000,1.0017,105.89,1.6096,1.6444,1.4369,0.6549
1/26/2000,1.0013,105.72,1.6103,1.6383,1.438,0.6515
1/27/2000,0.9877,104.96,1.6321,1.6385,1.435,0.6544
1/28/2000,0.9773,107.05,1.648,1.621,1.4442,0.6312
1/31/2000,0.9695,107.47,1.6587,1.6157,1.4476,0.6348
2/1/2000,0.9732,107.83,1.6545,1.615,1.4468,0.6313
2/2/2000,0.9756,108.24,1.6516,1.607,1.4383,0.6378
2/3/2000,0.9901,107.72,1.6246,1.5955,1.4405,0.6386
2/4/2000,0.9825,107.29,1.6347,1.5893,1.4415,0.6367
2/7/2000,0.9802,108.79,1.6387,1.5961,1.4466,0.6341
2/8/2000,0.9857,109.26,1.6304,1.6108,1.4474,0.6331
2/9/2000,0.9922,109.12,1.6218,1.6142,1.4441,0.6348
2/10/2000,0.9862,108.9,1.6291,1.6088,1.448,0.6308
2/11/2000,0.987,108.87,1.6262,1.5941,1.4509,0.6323
2/14/2000,0.9813,108.79,1.6386,1.5881,1.4556,0.6272
2/15/2000,0.9813,109.11,1.6369,1.5954,1.4549,0.629
2/16/2000,0.9865,109.41,1.6255,1.6071,1.4544,0.632
2/17/2000,0.9886,110.56,1.6227,1.6082,1.452,0.6327
2/18/2000,0.9847,110.95,1.6295,1.5989,1.4498,0.6284
2/21/2000,0.987,111.35,1.6235,1.6,1.454,0.627
2/22/2000,1.005,110.71,1.5999,1.6121,1.4635,0.6248
2/23/2000,1.0029,111.32,1.607,1.6029,1.462,0.6208
2/24/2000,0.9943,111.05,1.6182,1.6011,1.4548,0.6158
2/25/2000,0.9742,110.15,1.6507,1.5937,1.4494,0.6156
2/28/2000,0.9728,109.26,1.6533,1.5943,1.4502,0.6135
2/29/2000,0.9664,110.12,1.6614,1.5795,1.4506,0.6188
3/1/2000,0.9743,107.09,1.6493,1.5865,1.4483,0.6043
3/2/2000,0.9662,107.74,1.6627,1.5771,1.4567,0.6074
3/3/2000,0.9617,107.86,1.6715,1.5798,1.4534,0.6089
3/6/2000,0.9591,107.54,1.6774,1.5744,1.4527,0.602
3/7/2000,0.957,106.15,1.6799,1.5776,1.4541,0.6036
3/8/2000,0.9613,107.03,1.6721,1.581,1.457,0.6095
3/9/2000,0.9678,106.54,1.6611,1.5813,1.4582,0.6151
3/10/2000,0.963,106.18,1.6714,1.5767,1.4585,0.6147
3/13/2000,0.9646,105.59,1.6705,1.5783,1.4615,0.6157
3/14/2000,0.9672,105.05,1.6668,1.5768,1.4649,0.6158
3/15/2000,0.968,105.58,1.6655,1.573,1.4679,0.613
3/16/2000,0.9715,105.55,1.659,1.5757,1.4749,0.6116
3/17/2000,0.9726,106.69,1.6565,1.5728,1.4713,0.6061
3/20/2000,0.9733,106.3,1.6563,1.5695,1.4704,0.6077
3/21/2000,0.9644,107.03,1.6716,1.5732,1.4685,0.6101
3/22/2000,0.9602,106.9,1.6761,1.5769,1.4697,0.6046
3/23/2000,0.972,107.37,1.646,1.5866,1.4684,0.6056
3/24/2000,0.9751,107,1.6277,1.5928,1.4636,0.6082
3/27/2000,0.9655,106.74,1.6451,1.587,1.4606,0.6112
3/28/2000,0.9614,105.88,1.6543,1.5889,1.4528,0.6149
3/29/2000,0.9507,105.58,1.6763,1.5956,1.4572,0.6114
3/30/2000,0.9611,105.49,1.658,1.5963,1.4544,0.6127
3/31/2000,0.9557,102.28,1.6637,1.5935,1.4496,0.6077
4/3/2000,0.9581,104.81,1.6505,1.5981,1.4509,0.6071
4/4/2000,0.9637,104.85,1.6349,1.5964,1.4532,0.6055
4/5/2000,0.9628,104.9,1.6359,1.5838,1.45,0.6059
4/6/2000,0.9602,104.77,1.6363,1.581,1.4519,0.6027
4/7/2000,0.9547,105.43,1.6454,1.5805,1.4567,0.599
4/10/2000,0.9615,106.47,1.6369,1.5844,1.4614,0.5985
4/11/2000,0.9589,107.11,1.6406,1.5864,1.4633,0.5958
4/12/2000,0.9562,105.85,1.6481,1.5863,1.4624,0.5964
4/13/2000,0.9541,105.85,1.6489,1.5885,1.4725,0.5969
4/14/2000,0.9596,104.91,1.6399,1.5877,1.4769,0.5971
4/17/2000,0.9535,104.28,1.6466,1.5833,1.4864,0.5907
4/18/2000,0.9474,104.74,1.6619,1.5783,1.4825,0.5951
4/19/2000,0.9397,104.79,1.6697,1.5789,1.4731,0.5956
4/20/2000,0.9375,105.75,1.6775,1.58,1.4739,0.5934
4/21/2000,0.938,105.75,1.675,1.58,1.474,0.5927
4/24/2000,0.9395,105.76,1.6725,1.5795,1.477,0.5947
4/25/2000,0.92,105.8,1.7082,1.5804,1.4708,0.5929
4/26/2000,0.9235,106.28,1.7023,1.5765,1.4742,0.5878
4/27/2000,0.9107,106.35,1.7273,1.5759,1.4765,0.5886
4/28/2000,0.9093,108.24,1.7236,1.5522,1.4816,0.584
5/1/2000,0.9166,108.88,1.7061,1.5526,1.4791,0.583
5/2/2000,0.9075,108.53,1.7182,1.5592,1.4866,0.5857
5/3/2000,0.895,109.1,1.724,1.562,1.4918,0.593
5/4/2000,0.8902,108.12,1.7385,1.5402,1.4978,0.5913
5/5/2000,0.8985,108.5,1.7293,1.5271,1.491,0.5967
5/8/2000,0.8917,108.98,1.7273,1.5322,1.4919,0.5819
5/9/2000,0.9067,109.47,1.7173,1.5331,1.4914,0.5836
5/10/2000,0.909,109.46,1.7166,1.5117,1.4936,0.5817
5/11/2000,0.8992,108.57,1.7308,1.5025,1.4876,0.5783
5/12/2000,0.9185,108.44,1.6921,1.514,1.4878,0.5807
5/15/2000,0.9123,109.55,1.7067,1.5069,1.4862,0.5734
5/16/2000,0.9034,109.41,1.7186,1.4951,1.4873,0.5761
5/17/2000,0.8952,109.39,1.7339,1.4927,1.4978,0.5682
5/18/2000,0.8934,108.76,1.7414,1.4818,1.4979,0.5708
5/19/2000,0.8991,106.8,1.7278,1.4849,1.4959,0.5732
5/22/2000,0.9048,107.05,1.719,1.4921,1.4977,0.5733
5/23/2000,0.9059,106.61,1.725,1.4764,1.5067,0.5741
5/24/2000,0.9069,107.82,1.7216,1.4764,1.5108,0.571
5/25/2000,0.9124,107.48,1.7139,1.4707,1.505,0.5697
5/26/2000,0.9314,106.96,1.6809,1.4853,1.5027,0.5721
5/29/2000,0.9265,107.25,1.6925,1.4918,1.4995,0.5727
5/30/2000,0.9318,106.56,1.6873,1.4963,1.5072,0.5772
5/31/2000,0.9358,107.72,1.6842,1.4977,1.4961,0.5726
6/1/2000,0.9327,108.55,1.6845,1.49,1.49,0.5725
6/2/2000,0.9421,108.33,1.67,1.5056,1.4778,0.579
6/5/2000,0.9485,107.69,1.6606,1.5194,1.4778,0.5826
6/6/2000,0.9548,105.65,1.6451,1.5292,1.4756,0.5895
6/7/2000,0.9621,105.52,1.6317,1.5219,1.4788,0.5926
6/8/2000,0.9567,106.16,1.6375,1.5118,1.4784,0.5888
6/9/2000,0.9537,106.84,1.6418,1.5092,1.4752,0.5864
6/12/2000,0.9535,106.74,1.638,1.5121,1.4755,0.5914
6/13/2000,0.9606,106.91,1.6269,1.5089,1.4687,0.597
6/14/2000,0.9605,106.71,1.6289,1.5002,1.4685,0.6006
6/15/2000,0.9535,106.61,1.637,1.5125,1.4756,0.6029
6/16/2000,0.9654,106.22,1.6159,1.515,1.4668,0.6069
6/19/2000,0.9591,105.74,1.6275,1.5132,1.4651,0.6023
6/20/2000,0.9579,105.43,1.6232,1.5188,1.4711,0.6044
6/21/2000,0.945,105.55,1.639,1.4989,1.4735,0.6034
6/22/2000,0.9379,104.4,1.6517,1.5144,1.4766,0.5965
6/23/2000,0.9362,104.68,1.6574,1.5037,1.4832,0.5942
6/26/2000,0.9382,105.71,1.6505,1.499,1.4832,0.5969
6/27/2000,0.9466,105.27,1.6332,1.5066,1.4819,0.602
6/28/2000,0.9431,105.55,1.6443,1.5112,1.4796,0.6025
6/29/2000,0.9521,105.04,1.6359,1.5192,1.483,0.6027
6/30/2000,0.9536,105.86,1.6345,1.5165,1.4805,0.5972
7/3/2000,0.9507,105.65,1.6356,1.5133,1.4805,0.5994
7/4/2000,0.952,106.15,1.6325,1.5155,1.485,0.5985
7/5/2000,0.9535,107.05,1.6233,1.5091,1.4878,0.5893
7/6/2000,0.9506,107.46,1.6263,1.5072,1.4845,0.5905
7/7/2000,0.9468,107.85,1.6278,1.5128,1.4811,0.5914
7/10/2000,0.9545,107.16,1.6243,1.5117,1.4787,0.5923
7/11/2000,0.9519,107.08,1.6289,1.5162,1.4783,0.5873
7/12/2000,0.9419,108.34,1.6516,1.5066,1.4806,0.5884
7/13/2000,0.9363,108.25,1.6552,1.5018,1.4813,0.5851
7/14/2000,0.9377,107.92,1.6513,1.4981,1.4831,0.5848
7/17/2000,0.9356,108.38,1.656,1.4945,1.4814,0.5889
7/18/2000,0.9264,108.36,1.6738,1.4975,1.4755,0.5825
7/19/2000,0.9232,108.3,1.6781,1.4968,1.4752,0.5761
7/20/2000,0.9328,107.66,1.6621,1.5129,1.4732,0.5835
7/21/2000,0.937,108.87,1.6591,1.519,1.4717,0.5865
7/24/2000,0.9327,108.73,1.6659,1.5154,1.4644,0.5847
7/25/2000,0.938,109.25,1.6548,1.517,1.4667,0.5855
7/26/2000,0.9416,109.28,1.6497,1.5152,1.4652,0.5914
7/27/2000,0.9323,109.19,1.6632,1.5135,1.472,0.5873
7/28/2000,0.9234,109.58,1.6764,1.5052,1.4766,0.5885
7/31/2000,0.9269,109.37,1.6695,1.4996,1.4869,0.58
8/1/2000,0.9145,109.25,1.686,1.492,1.4891,0.5789
8/2/2000,0.912,109.05,1.6908,1.4921,1.4808,0.5834
8/3/2000,0.907,108.43,1.7044,1.4947,1.4846,0.5858
8/4/2000,0.9079,108.52,1.7053,1.5025,1.4902,0.5849
8/7/2000,0.9084,109.14,1.7032,1.511,1.4874,0.5871
8/8/2000,0.9018,108.6,1.7119,1.5046,1.4884,0.5828
8/9/2000,0.8986,107.87,1.7182,1.5012,1.4835,0.5785
8/10/2000,0.9077,108.83,1.7053,1.497,1.4818,0.582
8/11/2000,0.9033,108.72,1.7203,1.5029,1.4823,0.5796
8/14/2000,0.9052,109.51,1.7195,1.5039,1.4853,0.5817
8/15/2000,0.9132,109.16,1.7094,1.5137,1.4849,0.5832
8/16/2000,0.9157,108.63,1.7067,1.5009,1.4777,0.5913
8/17/2000,0.9173,108.55,1.7051,1.4996,1.4743,0.5933
8/18/2000,0.9068,108.48,1.7213,1.4894,1.4753,0.5904
8/21/2000,0.9018,108.67,1.7316,1.4874,1.4772,0.5891
8/22/2000,0.8974,108.29,1.7389,1.4841,1.476,0.5806
8/23/2000,0.9002,107.03,1.7224,1.4867,1.4865,0.5713
8/24/2000,0.9023,106.81,1.7108,1.482,1.4872,0.5727
8/25/2000,0.9027,106.93,1.7097,1.4712,1.4847,0.5741
8/28/2000,0.9001,106.5,1.7127,1.4707,1.4828,0.5713
8/29/2000,0.8924,106.06,1.7336,1.4565,1.4861,0.5702
8/30/2000,0.8926,106.37,1.7335,1.4585,1.4765,0.5748
8/31/2000,0.8878,106.78,1.7421,1.4506,1.4715,0.5775
9/1/2000,0.8997,105.79,1.7232,1.4606,1.4731,0.5767
9/4/2000,0.8985,105.82,1.7285,1.4585,1.4737,0.5755
9/5/2000,0.8888,105.85,1.7462,1.4539,1.475,0.5693
9/6/2000,0.8703,105.87,1.7783,1.4389,1.4812,0.5652
9/7/2000,0.8736,105.04,1.7732,1.4382,1.4769,0.559
9/8/2000,0.8695,106.1,1.7794,1.4208,1.4768,0.5569
9/11/2000,0.8586,106.04,1.7739,1.4084,1.48,0.561
9/12/2000,0.8627,106.91,1.7674,1.4067,1.4816,0.5587
9/13/2000,0.8613,107.14,1.7672,1.4091,1.483,0.5556
9/14/2000,0.8647,107.59,1.7724,1.4065,1.4874,0.5501
9/15/2000,0.8556,107.3,1.7837,1.3992,1.4839,0.546
9/18/2000,0.8539,106.95,1.7835,1.4058,1.488,0.5422
9/19/2000,0.8515,106.98,1.7768,1.41,1.4858,0.5434
9/20/2000,0.8478,106.62,1.7783,1.4096,1.4834,0.5375
9/21/2000,0.8581,106.73,1.7665,1.4362,1.4869,0.5435
9/22/2000,0.8789,108.07,1.7305,1.4588,1.4889,0.5434
9/25/2000,0.8726,107.75,1.7391,1.4504,1.4871,0.5495
9/26/2000,0.8822,107.62,1.7254,1.4624,1.4876,0.5499
9/27/2000,0.8834,107.3,1.7236,1.4636,1.4969,0.5516
9/28/2000,0.8817,107.6,1.7301,1.4635,1.5006,0.5486
9/29/2000,0.8821,108.13,1.728,1.4651,1.5041,0.5435
10/2/2000,0.8784,108.85,1.735,1.4688,1.5086,0.5466
10/3/2000,0.8741,108.81,1.7358,1.4574,1.5048,0.5399
10/4/2000,0.8746,109.32,1.737,1.4596,1.4963,0.5374
10/5/2000,0.8691,109.15,1.7502,1.4465,1.4962,0.5353
10/6/2000,0.868,108.81,1.7503,1.4445,1.5027,0.5341
10/9/2000,0.868,108.85,1.7545,1.447,1.503,0.5345
10/10/2000,0.8714,107.73,1.7458,1.453,1.5005,0.5329
10/11/2000,0.8688,107.59,1.7422,1.4606,1.5034,0.5338
10/12/2000,0.8626,107.48,1.7424,1.4705,1.5099,0.5324
10/13/2000,0.8537,107.77,1.77,1.4521,1.5069,0.5291
10/16/2000,0.8496,108.11,1.7755,1.4473,1.52,0.5231
10/17/2000,0.8554,108.01,1.7664,1.4494,1.5205,0.5218
10/18/2000,0.8382,107.69,1.7898,1.443,1.5153,0.5202
10/19/2000,0.8435,108.29,1.7856,1.4452,1.5112,0.5224
10/20/2000,0.8419,108.96,1.7831,1.45,1.5135,0.528
10/23/2000,0.8355,108.27,1.7979,1.4528,1.509,0.5254
10/24/2000,0.8371,107.97,1.7962,1.45,1.5128,0.5259
10/25/2000,0.8276,108.16,1.8197,1.4352,1.5176,0.5195
10/26/2000,0.829,108.36,1.8203,1.4343,1.5241,0.5208
10/27/2000,0.8399,108.6,1.8064,1.4537,1.5279,0.5239
10/30/2000,0.8425,108.97,1.8069,1.4521,1.5311,0.5248
10/31/2000,0.849,109.03,1.7979,1.4492,1.5234,0.5224
11/1/2000,0.8609,108.25,1.7744,1.4494,1.5314,0.5234
11/2/2000,0.8604,108.2,1.7746,1.4465,1.5307,0.5213
11/3/2000,0.8652,106.93,1.7586,1.4505,1.5322,0.5256
11/6/2000,0.8606,107.41,1.7687,1.4291,1.5303,0.5273
11/7/2000,0.8614,107.09,1.7666,1.4345,1.5322,0.5295
11/8/2000,0.855,107.27,1.7775,1.4228,1.5415,0.5273
11/9/2000,0.8658,107.36,1.7565,1.432,1.5487,0.5282
11/10/2000,0.8614,107.9,1.7677,1.4275,1.544,0.5214
11/13/2000,0.8605,107.62,1.7666,1.4393,1.5425,0.521
11/14/2000,0.8569,108.13,1.7743,1.4295,1.5449,0.5189
11/15/2000,0.8578,108.92,1.7785,1.4265,1.553,0.5208
11/16/2000,0.8521,109,1.7899,1.4236,1.555,0.5184
11/17/2000,0.8475,108.87,1.8005,1.423,1.5569,0.5192
11/20/2000,0.8493,109.92,1.7964,1.4231,1.5579,0.5144
11/21/2000,0.8433,110.18,1.8035,1.4175,1.5504,0.5111
11/22/2000,0.8446,110.28,1.7993,1.4105,1.5475,0.5271
11/23/2000,0.839,110.3,1.8135,1.3985,1.5435,0.5215
11/24/2000,0.84,111.38,1.8039,1.4,1.5378,0.5231
11/27/2000,0.8519,110.54,1.7762,1.4185,1.5364,0.5262
11/28/2000,0.8565,110.14,1.7622,1.4183,1.5363,0.5228
11/29/2000,0.8581,111.19,1.7604,1.4235,1.5415,0.5214
11/30/2000,0.872,110.37,1.7301,1.425,1.5347,0.5281
12/1/2000,0.8783,111.26,1.724,1.438,1.5467,0.5371
12/4/2000,0.8874,111.11,1.7007,1.4536,1.5435,0.5438
12/5/2000,0.8806,111.18,1.714,1.4343,1.5429,0.5406
12/6/2000,0.8909,110.37,1.7017,1.4421,1.5274,0.5473
12/7/2000,0.8888,110.61,1.7015,1.443,1.5274,0.5469
12/8/2000,0.8831,111.31,1.7116,1.4454,1.5208,0.545
12/11/2000,0.8774,110.72,1.7125,1.4574,1.5242,0.5414
12/12/2000,0.8803,111.45,1.7126,1.4498,1.5282,0.5416
12/13/2000,0.8758,112.46,1.7169,1.4541,1.5202,0.5386
12/14/2000,0.8892,112.32,1.6935,1.4714,1.5161,0.5414
12/15/2000,0.8958,112.51,1.6809,1.4752,1.521,0.5437
12/18/2000,0.8937,112.14,1.6826,1.4733,1.5274,0.5412
12/19/2000,0.8933,112.49,1.6856,1.4673,1.5204,0.5447
12/20/2000,0.9079,112.79,1.6715,1.4773,1.5215,0.5505
12/21/2000,0.914,112.26,1.6655,1.4722,1.5208,0.5552
12/22/2000,0.9235,112.79,1.6474,1.4769,1.5158,0.5548
12/25/2000,0.9235,112.79,1.6467,1.4769,1.4769,0.5548
12/26/2000,0.932,113.6,1.6265,1.4841,1.5103,0.5591
12/27/2000,0.9304,114.38,1.6386,1.4942,1.511,0.5593
12/28/2000,0.9286,114.33,1.6362,1.4924,1.5013,0.5545
12/29/2000,0.9398,114.69,1.629,1.4929,1.4996,0.5587
1/1/2001,0.9398,114.69,1.629,1.629,1.4996,0.5587
1/2/2001,0.9488,114.49,1.6018,1.4989,1.4922,0.5587
1/3/2001,0.9291,113.72,1.6291,1.4914,1.4987,0.5574
1/4/2001,0.9503,115.64,1.605,1.5005,1.4982,0.5662
1/5/2001,0.9575,116.6,1.5976,1.503,1.4987,0.5716
1/8/2001,0.9506,115.71,1.6035,1.4978,1.4944,0.569
1/9/2001,0.9441,116.71,1.6146,1.491,1.4969,0.5638
1/10/2001,0.939,116.44,1.6261,1.49,1.5018,0.5571
1/11/2001,0.9517,117.69,1.6122,1.495,1.4945,0.5605
1/12/2001,0.9504,118.29,1.6185,1.4788,1.4976,0.5557
1/15/2001,0.9425,118.7,1.6345,1.4775,1.5025,0.553
1/16/2001,0.9413,117.41,1.6355,1.4704,1.5066,0.5552
1/17/2001,0.9344,118.84,1.6464,1.475,1.5116,0.5529
1/18/2001,0.9444,118.14,1.6186,1.473,1.5135,0.5593
1/19/2001,0.9342,117.18,1.6385,1.4642,1.5128,0.5562
1/22/2001,0.9381,116.46,1.6359,1.4651,1.5029,0.5554
1/23/2001,0.9389,117.04,1.6322,1.4699,1.5106,0.5523
1/24/2001,0.9234,117.92,1.6572,1.459,1.5129,0.5437
1/25/2001,0.9214,116.57,1.6552,1.4602,1.5063,0.5441
1/26/2001,0.924,117.37,1.6515,1.4597,1.5067,0.5439
1/29/2001,0.9184,116.75,1.6574,1.4591,1.5017,0.5431
1/30/2001,0.927,115.81,1.6456,1.4627,1.5036,0.5471
1/31/2001,0.9365,116.4,1.6355,1.464,1.4977,0.551
2/1/2001,0.942,115.64,1.629,1.4791,1.4939,0.554
2/2/2001,0.9348,115.72,1.646,1.4668,1.493,0.5522
2/5/2001,0.9389,114.81,1.6382,1.4755,1.5062,0.5496
2/6/2001,0.93,114.76,1.6566,1.4587,1.511,0.5487
2/7/2001,0.9308,115.22,1.6516,1.4555,1.5119,0.546
2/8/2001,0.9178,116.62,1.67,1.4443,1.5112,0.5336
2/9/2001,0.9263,117.54,1.6579,1.4467,1.5101,0.536
2/12/2001,0.9313,117.54,1.6534,1.4518,1.5218,0.5384
2/13/2001,0.9205,116.57,1.6688,1.4524,1.5218,0.5341
2/14/2001,0.919,116.42,1.6675,1.4572,1.5283,0.5302
2/15/2001,0.9034,115.66,1.6943,1.4488,1.5286,0.5235
2/16/2001,0.9162,115.47,1.6762,1.4498,1.5398,0.5298
2/19/2001,0.9215,116.1,1.669,1.445,1.534,0.53
2/20/2001,0.9097,115.67,1.6869,1.4464,1.5408,0.524
2/21/2001,0.9083,116.64,1.6886,1.4427,1.5368,0.5241
2/22/2001,0.9051,116.42,1.6921,1.4452,1.5377,0.5238
2/23/2001,0.919,115.59,1.672,1.4541,1.5377,0.5261
2/26/2001,0.9115,116.52,1.6857,1.4444,1.5286,0.5232
2/27/2001,0.917,116.3,1.6768,1.4435,1.5289,0.5257
2/28/2001,0.9233,117.45,1.67,1.4459,1.5359,0.5263
3/1/2001,0.9319,117.34,1.65,1.4572,1.5481,0.5285
3/2/2001,0.9342,118.96,1.648,1.4702,1.5447,0.5295
3/5/2001,0.93,119.09,1.6517,1.4676,1.5427,0.5212
3/6/2001,0.9335,118.92,1.6505,1.4672,1.5399,0.5185
3/7/2001,0.9287,119.86,1.6584,1.4608,1.5497,0.5095
3/8/2001,0.9317,119.73,1.6534,1.4692,1.546,0.5105
3/9/2001,0.9324,119.67,1.653,1.4673,1.5448,0.5085
3/12/2001,0.9279,120.48,1.6583,1.4634,1.551,0.5087
3/13/2001,0.9142,119.85,1.6837,1.4492,1.5432,0.5033
3/14/2001,0.9097,121.04,1.6928,1.4455,1.557,0.4944
3/15/2001,0.9007,122.35,1.7076,1.4391,1.5609,0.4923
3/16/2001,0.8956,122.86,1.7124,1.4281,1.5661,0.4937
3/19/2001,0.8985,122.96,1.7064,1.4323,1.5674,0.4981
3/20/2001,0.9086,122.17,1.6913,1.4327,1.5616,0.5021
3/21/2001,0.8957,123.51,1.7119,1.4306,1.5766,0.4943
3/22/2001,0.8879,122.93,1.7237,1.4204,1.5749,0.492
3/23/2001,0.889,122.93,1.7223,1.4265,1.5653,0.4961
3/26/2001,0.896,122.77,1.7144,1.4348,1.5567,0.5006
3/27/2001,0.8931,122.15,1.7181,1.4323,1.5689,0.4985
3/28/2001,0.8863,122.36,1.7267,1.4367,1.5645,0.4935
3/29/2001,0.8826,123.59,1.7285,1.437,1.5735,0.4925
3/30/2001,0.879,126.15,1.7414,1.4174,1.5762,0.4851
4/2/2001,0.8799,126.45,1.7346,1.4168,1.5769,0.4889
4/3/2001,0.8962,126.66,1.7041,1.4329,1.5792,0.4871
4/4/2001,0.9023,125.4,1.6932,1.4341,1.5712,0.489
4/5/2001,0.8966,124.12,1.7032,1.428,1.5744,0.4906
4/6/2001,0.9027,124.01,1.6939,1.4372,1.5639,0.4977
4/9/2001,0.8981,125.06,1.7014,1.4463,1.5649,0.4937
4/10/2001,0.8881,124.46,1.7185,1.4337,1.5559,0.4957
4/11/2001,0.887,124.76,1.711,1.4365,1.5629,0.5034
4/12/2001,0.8917,123.73,1.7064,1.439,1.5586,0.5093
4/13/2001,0.891,124.2,1.709,1.438,1.5625,0.509
4/16/2001,0.8862,124.35,1.7183,1.4347,1.5606,0.5107
4/17/2001,0.8819,123.36,1.7318,1.4297,1.5599,0.5034
4/18/2001,0.8846,122.3,1.7308,1.4269,1.5637,0.5029
4/19/2001,0.894,121.62,1.7101,1.444,1.5505,0.5153
4/20/2001,0.9039,122.5,1.6922,1.442,1.5453,0.5164
4/23/2001,0.8972,121.2,1.7055,1.4395,1.5486,0.5052
4/24/2001,0.8942,122.16,1.714,1.436,1.5474,0.5043
4/25/2001,0.8965,122.25,1.7075,1.4402,1.5494,0.5055
4/26/2001,0.9039,123.16,1.703,1.4411,1.5456,0.5094
4/27/2001,0.8913,124.06,1.7263,1.4334,1.5403,0.5087
4/30/2001,0.8883,123.69,1.7326,1.4308,1.5359,0.5127
5/1/2001,0.8921,122.16,1.7287,1.4343,1.5348,0.5187
5/2/2001,0.8932,121.78,1.7282,1.4329,1.5332,0.5203
5/3/2001,0.89,121.47,1.7332,1.4355,1.5338,0.5191
5/4/2001,0.8946,121.26,1.727,1.4385,1.5348,0.5202
5/7/2001,0.8904,121.23,1.7321,1.4385,1.5411,0.5191
5/8/2001,0.8835,121.35,1.7444,1.426,1.5463,0.5154
5/9/2001,0.8849,122.24,1.7424,1.4216,1.5382,0.5238
5/10/2001,0.8819,122.6,1.7426,1.4233,1.543,0.5238
5/11/2001,0.8762,122.59,1.7489,1.4201,1.5503,0.5219
5/14/2001,0.8744,123.29,1.7513,1.4196,1.5511,0.5197
5/15/2001,0.8782,123.48,1.7446,1.424,1.5464,0.521
5/16/2001,0.8743,123.51,1.7333,1.4307,1.5395,0.52
5/17/2001,0.8829,122.57,1.7392,1.431,1.5346,0.5281
5/18/2001,0.8796,123.66,1.7445,1.4395,1.5336,0.5293
5/21/2001,0.8769,122.57,1.7469,1.4391,1.5372,0.5279
5/22/2001,0.8652,122.72,1.7675,1.4271,1.5401,0.5248
5/23/2001,0.8552,119.83,1.7804,1.4185,1.5525,0.5175
5/24/2001,0.8566,120.02,1.7787,1.4087,1.5477,0.5193
5/25/2001,0.8582,120.59,1.7779,1.422,1.5483,0.5193
5/28/2001,0.8595,121.09,1.7785,1.421,1.544,0.5203
5/29/2001,0.8561,120.09,1.7804,1.4227,1.5376,0.5172
5/30/2001,0.8569,120.33,1.7785,1.4272,1.5458,0.5126
5/31/2001,0.8562,119.16,1.7959,1.4251,1.5366,0.5059
6/1/2001,0.8476,119.09,1.7939,1.418,1.533,0.5085
6/4/2001,0.846,119.34,1.7942,1.4146,1.536,0.5064
6/5/2001,0.8525,120.33,1.7795,1.411,1.5302,0.5088
6/6/2001,0.8478,120.37,1.7919,1.3911,1.526,0.5161
6/7/2001,0.8505,120.02,1.793,1.3902,1.5191,0.5192
6/8/2001,0.8512,120.99,1.7914,1.3813,1.5196,0.5257
6/11/2001,0.8438,121.93,1.8027,1.3745,1.5172,0.5232
6/12/2001,0.852,121.68,1.7895,1.3733,1.526,0.5241
6/13/2001,0.8531,122.08,1.7908,1.3907,1.5164,0.5292
6/14/2001,0.8629,121.38,1.7692,1.4019,1.5233,0.5254
6/15/2001,0.8615,123.09,1.7785,1.4045,1.5239,0.5261
6/18/2001,0.8611,123.35,1.777,1.4045,1.5345,0.5236
6/19/2001,0.854,123.11,1.7794,1.4001,1.5345,0.5199
6/20/2001,0.8545,123.71,1.7855,1.3989,1.5348,0.5191
6/21/2001,0.8552,124.41,1.7776,1.4167,1.5236,0.517
6/22/2001,0.856,124.4,1.7758,1.4116,1.5256,0.5161
6/25/2001,0.8605,123.83,1.7673,1.4139,1.5164,0.518
6/26/2001,0.8633,123.75,1.7647,1.4153,1.5163,0.5221
6/27/2001,0.8608,124.28,1.7669,1.4165,1.5164,0.5183
6/28/2001,0.8443,124.72,1.8004,1.4086,1.5215,0.5071
6/29/2001,0.8494,124.79,1.7944,1.4134,1.5132,0.5096
7/2/2001,0.8463,124.42,1.7966,1.4161,1.5136,0.5106
7/3/2001,0.848,124.4,1.7966,1.4062,1.5106,0.518
7/4/2001,0.846,124.48,1.7985,1.407,1.511,0.5178
7/5/2001,0.8365,125.77,1.8189,1.4004,1.5109,0.5147
